,Timestamp,Source IP,Destination IP,Protocol,Payload
171,22:54:43,20.24.125.47,192.168.0.101,TCP,3d5a4740ab624fdd32e08afc4f3dc7cfee591eda033b3f3d8dcc4a21756c1dd7d2f44d2efebeb3c24906f1ec75085bba0c736d9c7c7da68af1be75a2856ff69ddd9e43e891400bcb1a2d8ba1d68eb87165c9379e4dd1b1c5a326ff5b4bde0c7f6a5b999e
172,22:54:43,20.24.125.47,192.168.0.101,TCP,17030300210000000000000004a1d12716c598d2434e26039bb8b92e19b97f2767209bb3f96e
173,22:54:43,20.24.125.47,192.168.0.101,TCP,1703030dc400000000000000031fe0cf520557f9da31a6a3a0b85cc6af93865d01a944c30de089bea10a4e9136a91218f3b7184382c35abf1fcc529b2e500344b0bc7594a2334bd7f138e0a33d956b31738075166fae58e8536dac9de753d8e0538d4487
174,22:54:43,192.168.0.101,20.24.125.47,TCP,<no payload>
175,22:54:43,192.168.0.101,20.24.125.47,TCP,<no payload>
176,22:54:43,192.168.0.101,20.24.125.47,TCP,<no payload>
177,22:54:43,192.168.0.101,20.24.125.47,TCP,<no payload>
178,22:54:43,20.24.125.47,192.168.0.101,TCP,1703030dc400000000000000031fe0cf520557f9da31a6a3a0b85cc6af93865d01a944c30de089bea10a4e9136a91218f3b7184382c35abf1fcc529b2e500344b0bc7594a2334bd7f138e0a33d956b31738075166fae58e8536dac9de753d8e0538d4487
179,22:54:43,192.168.0.101,20.24.125.47,TCP,<no payload>
180,22:54:43,192.168.0.101,192.168.0.1,UDP,<no payload>
181,22:54:43,192.168.0.1,192.168.0.101,UDP,<no payload>
182,22:54:43,192.168.0.101,20.42.73.30,TCP,<no payload>
183,22:54:43,20.42.73.30,192.168.0.101,TCP,<no payload>
184,22:54:43,192.168.0.101,20.42.73.30,TCP,<no payload>
185,22:54:44,192.168.0.101,20.42.73.30,TCP,16030101c9010001c50303dcde86a5b68fe1ce1a159293762253a873a0f5d1df8456c00cfd82bfefb30d2320b027528d6e4c1c4368056e59a3ad305cd2c9026a715e78dab52c338736912f58002813021301c02cc02bc030c02fc024c023c028c027c00a
186,22:54:44,20.42.73.30,192.168.0.101,TCP,16030300bb020000b70303f586fdc4a60ac45236e41775f913202e404dca0f40960323f8616a3ddc20fe7d20b027528d6e4c1c4368056e59a3ad305cd2c9026a715e78dab52c338736912f58130200006f002b000203040033006500180061049cdc8d85
187,22:54:44,20.42.73.30,192.168.0.101,TCP,155c81aac0cc8b19284259cfda273a9b1eaadaff20c9fcf6318764e18e528272d6bb4017140c1dc244821ab4ac8a0489ce39dee302d91eba4e4c091685b55de28e4504b6293a0987bf6c661879576f68ccb06acaf627c5bf1712d63067c71eeef16accbc
188,22:54:44,192.168.0.101,20.42.73.30,TCP,<no payload>
189,22:54:44,20.42.73.30,192.168.0.101,TCP,8dace9b1de3b89436435e8d14da4ccdad8c236b645882125589df28a2508184b71c5ae1632a94e4b6c035bc5498c8edef98716bd378c31959149dc06b189303bc9c6c425553a14d9f8aea1fef103723694f48c722cce1814c35b8616d9c0b46a3f65236b
190,22:54:44,20.42.73.30,192.168.0.101,TCP,6b24c1197e26c6cdf72146be3d209fee154651a885a5886ac012f6dfc41e63ded419a17ff8979d45615a6edecbc18b1c01f415b6ffb7ca4bb6aa2827dad2ba70a36f4c164c4ae747e7c4c2741d59e2657e7a6d36bdb5d3ac951aab601fa785b26976abc5
191,22:54:44,20.42.73.30,192.168.0.101,TCP,5dbf7b104447b2d706af98bb97546f5ed85877cec9e83644e4c24b706699aad4639417c9f0704b058ef1ad2e1599dec13f47c65df82a7c130fdc535c5019944379e97cdfc0a95f484bcfbcde180677b44f94d70c33ac2ed5bc01ae7c2a9fce9c6f5247e8
192,22:54:44,192.168.0.101,20.42.73.30,TCP,<no payload>
193,22:54:44,192.168.0.101,20.42.73.30,TCP,1403030001011703030045f025c2524c38c0a82fa83d094394c7bf15f9df34050c43236310c1470e46663635fd56832d85139804f72e6904331450a209dbff9cf7bd1c6b1cdcaf463c9fd645a80d9542
194,22:54:44,192.168.0.101,20.42.73.30,TCP,1703030382a83d4b6c05b835c7453cff7a276e7261be0b744752476bdffe37b9dd5601dfe251ef077c4f4aceaafb03316956d5473383299b6327d5c2a8b9362bb91dde273160984fc9e39366d8f3b8f09fcfc2d0556e18ba38c345696a67b06ac3d478fe
195,22:54:44,20.42.73.30,192.168.0.101,TCP,<no payload>
196,22:54:44,20.42.73.30,192.168.0.101,TCP,17030300629f736d6868b2fcc0b3a5086e1da56654d66186b562b72d99d3daebf0b6200a992beb4aa2ae33d6849226d812287110ee34657c0e342da63c15f8c473bd42a3c1073d5c779b6433658bd98844bf2ea9c22c88913038e3391e9664825abad789
197,22:54:44,192.168.0.101,20.42.73.30,TCP,<no payload>
198,22:54:44,20.42.73.30,192.168.0.101,TCP,17030301b9471b5caf8d7dae81425bfb3223cc682b7c3b35d01ec0f25dd564db8ba721eb7b63c5e597ffc81f8553c1483e7a98361a3e1d71a48fa164e64068d11e5df9372c82188239659e9176e059476ee4957bf863a6fb6151c63f7f34f6ea10034d37
199,22:54:44,192.168.0.101,20.42.73.30,TCP,<no payload>
